,CONTRACTOR,STATUS,SUM
2633,"Umbrella, Inc",CANCELED,977
2634,"Acme, Inc",OK,204
2635,"Umbrella, Inc",OK,702
2636,"Umbrella, Inc",CANCELED,465
2637,"Umbrella, Inc",CANCELED,291
2638,"Umbrella, Inc",WAITING,407
2639,"Umbrella, Inc",WAITING,580
2640,"Acme, Inc",OK,903
2641,"Acme, Inc",OK,774
2642,"Umbrella, Inc",CANCELED,513
2643,"Acme, Inc",CANCELED,212
2644,"Umbrella, Inc",OK,622
2645,"Acme, Inc",WAITING,140
2646,"Umbrella, Inc",WAITING,279
2647,"Umbrella, Inc",WAITING,515
2648,"Acme, Inc",WAITING,695
2649,"Umbrella, Inc",OK,597
2650,"Umbrella, Inc",WAITING,434
2651,"Umbrella, Inc",OK,209
2652,"Acme, Inc",WAITING,203
2653,"Acme, Inc",CANCELED,198
2654,"Acme, Inc",OK,301
2655,"Umbrella, Inc",OK,620
2656,"Umbrella, Inc",CANCELED,934
2657,"Acme, Inc",CANCELED,638
2658,"Umbrella, Inc",CANCELED,913
2659,"Acme, Inc",CANCELED,544
2660,"Umbrella, Inc",OK,276
2661,"Umbrella, Inc",OK,646
2662,"Acme, Inc",CANCELED,254
2663,"Acme, Inc",CANCELED,703
2664,"Umbrella, Inc",OK,610
2665,"Umbrella, Inc",OK,755
2666,"Umbrella, Inc",CANCELED,436
2667,"Umbrella, Inc",OK,593
2668,"Acme, Inc",OK,778
2669,"Acme, Inc",CANCELED,442
2670,"Umbrella, Inc",WAITING,739
2671,"Umbrella, Inc",OK,773
2672,"Umbrella, Inc",WAITING,564
2673,"Acme, Inc",CANCELED,976
2674,"Acme, Inc",CANCELED,538
2675,"Acme, Inc",OK,150
2676,"Umbrella, Inc",WAITING,155
2677,"Umbrella, Inc",WAITING,861
2678,"Umbrella, Inc",WAITING,753
2679,"Umbrella, Inc",OK,144
2680,"Acme, Inc",OK,766
2681,"Acme, Inc",WAITING,867
2682,"Acme, Inc",WAITING,613
2683,"Umbrella, Inc",OK,977
2684,"Acme, Inc",OK,542
2685,"Umbrella, Inc",CANCELED,957
2686,"Acme, Inc",OK,688
2687,"Acme, Inc",CANCELED,971
2688,"Acme, Inc",OK,228
2689,"Umbrella, Inc",OK,160
2690,"Umbrella, Inc",OK,822
2691,"Acme, Inc",OK,824
2692,"Umbrella, Inc",WAITING,113
2693,"Umbrella, Inc",CANCELED,855
2694,"Acme, Inc",CANCELED,661
2695,"Acme, Inc",WAITING,769
2696,"Acme, Inc",CANCELED,955
2697,"Umbrella, Inc",WAITING,654
2698,"Acme, Inc",WAITING,185
2699,"Acme, Inc",WAITING,501
2700,"Umbrella, Inc",WAITING,709
2701,"Acme, Inc",OK,411
2702,"Acme, Inc",CANCELED,691
2703,"Umbrella, Inc",WAITING,695
2704,"Umbrella, Inc",OK,960
2705,"Umbrella, Inc",CANCELED,902
2706,"Umbrella, Inc",OK,489
2707,"Umbrella, Inc",OK,458
2708,"Acme, Inc",OK,171
2709,"Umbrella, Inc",CANCELED,468
2710,"Umbrella, Inc",OK,728
2711,"Acme, Inc",WAITING,587
2712,"Acme, Inc",OK,818
2713,"Acme, Inc",CANCELED,158
2714,"Umbrella, Inc",OK,742
2715,"Umbrella, Inc",OK,933
2716,"Acme, Inc",CANCELED,461
2717,"Umbrella, Inc",OK,724
2718,"Acme, Inc",CANCELED,432
2719,"Umbrella, Inc",OK,745
2720,"Acme, Inc",OK,506
2721,"Umbrella, Inc",CANCELED,345
2722,"Acme, Inc",OK,881
2723,"Umbrella, Inc",WAITING,803
2724,"Umbrella, Inc",CANCELED,538
2725,"Acme, Inc",OK,499
2726,"Acme, Inc",OK,526
2727,"Umbrella, Inc",WAITING,411
2728,"Acme, Inc",OK,891
2729,"Acme, Inc",CANCELED,195
2730,"Umbrella, Inc",OK,307
2731,"Acme, Inc",WAITING,629
2732,"Acme, Inc",CANCELED,195
2733,"Acme, Inc",CANCELED,276
2734,"Umbrella, Inc",CANCELED,665
2735,"Umbrella, Inc",OK,351
2736,"Acme, Inc",OK,154
2737,"Umbrella, Inc",OK,616
2738,"Acme, Inc",CANCELED,549
2739,"Umbrella, Inc",CANCELED,797
2740,"Acme, Inc",WAITING,983
2741,"Acme, Inc",OK,758
2742,"Acme, Inc",OK,718
2743,"Acme, Inc",CANCELED,993
2744,"Umbrella, Inc",OK,883
2745,"Acme, Inc",CANCELED,793
2746,"Umbrella, Inc",OK,169
2747,"Acme, Inc",OK,725
2748,"Umbrella, Inc",WAITING,384
2749,"Umbrella, Inc",WAITING,377
2750,"Acme, Inc",OK,675
2751,"Acme, Inc",WAITING,964
2752,"Umbrella, Inc",CANCELED,762
2753,"Acme, Inc",OK,971
2754,"Acme, Inc",WAITING,594
2755,"Umbrella, Inc",WAITING,807
2756,"Umbrella, Inc",CANCELED,654
2757,"Umbrella, Inc",OK,365
2758,"Umbrella, Inc",CANCELED,250
2759,"Acme, Inc",WAITING,129
2760,"Acme, Inc",OK,162
2761,"Umbrella, Inc",OK,128
2762,"Umbrella, Inc",CANCELED,922
2763,"Umbrella, Inc",OK,997
2764,"Umbrella, Inc",WAITING,432
2765,"Acme, Inc",CANCELED,757
2766,"Acme, Inc",OK,513
2767,"Umbrella, Inc",CANCELED,384
2768,"Acme, Inc",WAITING,817
2769,"Acme, Inc",OK,342
2770,"Umbrella, Inc",WAITING,325
2771,"Acme, Inc",OK,913
2772,"Acme, Inc",WAITING,958
2773,"Acme, Inc",WAITING,284
2774,"Acme, Inc",WAITING,643
2775,"Umbrella, Inc",OK,614
2776,"Acme, Inc",WAITING,832
2777,"Acme, Inc",CANCELED,278
2778,"Acme, Inc",CANCELED,946
2779,"Umbrella, Inc",OK,539
2780,"Acme, Inc",WAITING,238
2781,"Umbrella, Inc",WAITING,766
2782,"Umbrella, Inc",CANCELED,909
2783,"Umbrella, Inc",OK,932
2784,"Umbrella, Inc",WAITING,683
2785,"Umbrella, Inc",OK,985
2786,"Acme, Inc",OK,352
2787,"Umbrella, Inc",CANCELED,169
2788,"Acme, Inc",CANCELED,482
2789,"Acme, Inc",OK,172
2790,"Acme, Inc",OK,879
2791,"Umbrella, Inc",CANCELED,855
2792,"Umbrella, Inc",CANCELED,834
2793,"Acme, Inc",OK,379
2794,"Umbrella, Inc",CANCELED,477
2795,"Umbrella, Inc",OK,805
2796,"Umbrella, Inc",CANCELED,868
2797,"Acme, Inc",OK,704
2798,"Acme, Inc",CANCELED,702
2799,"Umbrella, Inc",CANCELED,236
2800,"Umbrella, Inc",WAITING,479
2801,"Acme, Inc",WAITING,440
2802,"Acme, Inc",WAITING,547
2803,"Acme, Inc",OK,156
2804,"Acme, Inc",OK,616
2805,"Umbrella, Inc",CANCELED,984
2806,"Umbrella, Inc",OK,697
2807,"Umbrella, Inc",CANCELED,973
2808,"Umbrella, Inc",CANCELED,458
2809,"Acme, Inc",CANCELED,278
2810,"Umbrella, Inc",WAITING,277
2811,"Acme, Inc",OK,163
2812,"Umbrella, Inc",OK,943
2813,"Acme, Inc",OK,894
2814,"Umbrella, Inc",CANCELED,694
2815,"Umbrella, Inc",WAITING,986
2816,"Umbrella, Inc",WAITING,804
2817,"Umbrella, Inc",CANCELED,672
2818,"Acme, Inc",CANCELED,175
2819,"Acme, Inc",WAITING,851
2820,"Umbrella, Inc",CANCELED,432
2821,"Umbrella, Inc",CANCELED,599
2822,"Umbrella, Inc",CANCELED,518
2823,"Umbrella, Inc",OK,224
2824,"Umbrella, Inc",WAITING,162
2825,"Umbrella, Inc",WAITING,227
2826,"Acme, Inc",OK,876
2827,"Umbrella, Inc",CANCELED,843
2828,"Acme, Inc",WAITING,395
2829,"Umbrella, Inc",OK,254
2830,"Umbrella, Inc",OK,551
2831,"Umbrella, Inc",CANCELED,669
2832,"Umbrella, Inc",WAITING,748
2833,"Umbrella, Inc",OK,271
2834,"Umbrella, Inc",CANCELED,366
2835,"Acme, Inc",WAITING,405
2836,"Umbrella, Inc",WAITING,249
2837,"Acme, Inc",WAITING,251
2838,"Acme, Inc",WAITING,893
2839,"Acme, Inc",CANCELED,540
2840,"Umbrella, Inc",WAITING,494
2841,"Umbrella, Inc",OK,602
2842,"Umbrella, Inc",CANCELED,191
2843,"Umbrella, Inc",OK,830
2844,"Umbrella, Inc",OK,819
2845,"Acme, Inc",OK,784
2846,"Acme, Inc",OK,665
2847,"Acme, Inc",OK,488
2848,"Acme, Inc",WAITING,911
2849,"Acme, Inc",CANCELED,796
2850,"Acme, Inc",CANCELED,882
2851,"Acme, Inc",OK,546
2852,"Umbrella, Inc",WAITING,441
2853,"Umbrella, Inc",WAITING,161
2854,"Umbrella, Inc",CANCELED,323
2855,"Acme, Inc",CANCELED,838
2856,"Acme, Inc",WAITING,634
2857,"Umbrella, Inc",OK,578
2858,"Acme, Inc",CANCELED,144
2859,"Umbrella, Inc",CANCELED,345
2860,"Umbrella, Inc",CANCELED,319
2861,"Acme, Inc",CANCELED,329
2862,"Umbrella, Inc",CANCELED,669
2863,"Umbrella, Inc",CANCELED,615
2864,"Umbrella, Inc",WAITING,880
2865,"Acme, Inc",CANCELED,261
2866,"Umbrella, Inc",CANCELED,649
2867,"Umbrella, Inc",CANCELED,278
2868,"Acme, Inc",OK,694
2869,"Acme, Inc",WAITING,629
2870,"Umbrella, Inc",WAITING,340
2871,"Acme, Inc",OK,168
2872,"Umbrella, Inc",OK,736
2873,"Umbrella, Inc",OK,261
2874,"Umbrella, Inc",CANCELED,376
2875,"Acme, Inc",OK,433
2876,"Acme, Inc",WAITING,205
2877,"Acme, Inc",CANCELED,320
2878,"Umbrella, Inc",OK,358
2879,"Acme, Inc",CANCELED,583
2880,"Umbrella, Inc",WAITING,609
2881,"Acme, Inc",CANCELED,761
2882,"Umbrella, Inc",CANCELED,628
2883,"Acme, Inc",CANCELED,897
2884,"Umbrella, Inc",OK,950
2885,"Umbrella, Inc",WAITING,870
2886,"Acme, Inc",CANCELED,270
2887,"Umbrella, Inc",WAITING,613
2888,"Acme, Inc",WAITING,739
2889,"Acme, Inc",WAITING,850
2890,"Umbrella, Inc",CANCELED,691
2891,"Acme, Inc",OK,522
2892,"Acme, Inc",WAITING,772
2893,"Umbrella, Inc",OK,776
2894,"Acme, Inc",CANCELED,777
2895,"Acme, Inc",WAITING,304
2896,"Umbrella, Inc",CANCELED,552
2897,"Umbrella, Inc",WAITING,177
2898,"Acme, Inc",OK,584
2899,"Umbrella, Inc",WAITING,655
2900,"Umbrella, Inc",CANCELED,785
2901,"Acme, Inc",CANCELED,229
2902,"Acme, Inc",WAITING,769
2903,"Umbrella, Inc",WAITING,401
2904,"Umbrella, Inc",WAITING,743
2905,"Acme, Inc",WAITING,625
2906,"Acme, Inc",CANCELED,328
2907,"Acme, Inc",WAITING,855
2908,"Acme, Inc",WAITING,302
2909,"Umbrella, Inc",CANCELED,275
2910,"Acme, Inc",CANCELED,631
2911,"Acme, Inc",CANCELED,458
2912,"Umbrella, Inc",OK,894
2913,"Umbrella, Inc",CANCELED,102
2914,"Acme, Inc",WAITING,761
2915,"Acme, Inc",CANCELED,471
2916,"Acme, Inc",CANCELED,221
2917,"Acme, Inc",CANCELED,357
2918,"Umbrella, Inc",OK,750
2919,"Acme, Inc",CANCELED,443
2920,"Umbrella, Inc",OK,525
2921,"Umbrella, Inc",OK,168
2922,"Umbrella, Inc",CANCELED,543
2923,"Umbrella, Inc",OK,841
2924,"Umbrella, Inc",CANCELED,599
2925,"Acme, Inc",CANCELED,402
2926,"Acme, Inc",OK,107
2927,"Umbrella, Inc",WAITING,145
2928,"Umbrella, Inc",OK,562
2929,"Umbrella, Inc",CANCELED,763
2930,"Acme, Inc",OK,265
2931,"Acme, Inc",CANCELED,661
2932,"Acme, Inc",CANCELED,869
2933,"Acme, Inc",WAITING,979
2934,"Acme, Inc",OK,116
2935,"Acme, Inc",CANCELED,381
2936,"Acme, Inc",WAITING,953
2937,"Acme, Inc",WAITING,105
2938,"Umbrella, Inc",WAITING,902
2939,"Umbrella, Inc",WAITING,652
2940,"Acme, Inc",CANCELED,882
2941,"Umbrella, Inc",OK,395
2942,"Acme, Inc",CANCELED,484
2943,"Acme, Inc",OK,932
2944,"Acme, Inc",CANCELED,176
2945,"Umbrella, Inc",OK,808
2946,"Acme, Inc",CANCELED,769
2947,"Acme, Inc",OK,862
2948,"Umbrella, Inc",CANCELED,528
2949,"Acme, Inc",CANCELED,285
2950,"Umbrella, Inc",WAITING,710
2951,"Umbrella, Inc",WAITING,244
2952,"Umbrella, Inc",WAITING,420
2953,"Acme, Inc",WAITING,780
2954,"Acme, Inc",CANCELED,123
2955,"Acme, Inc",OK,972
2956,"Umbrella, Inc",CANCELED,778
2957,"Umbrella, Inc",OK,852
2958,"Umbrella, Inc",CANCELED,662
2959,"Acme, Inc",OK,933
2960,"Umbrella, Inc",OK,778
2961,"Umbrella, Inc",WAITING,339
2962,"Umbrella, Inc",CANCELED,127
2963,"Acme, Inc",CANCELED,645
2964,"Umbrella, Inc",WAITING,510
2965,"Umbrella, Inc",CANCELED,643
2966,"Umbrella, Inc",OK,210
2967,"Umbrella, Inc",CANCELED,342
2968,"Acme, Inc",CANCELED,590
2969,"Acme, Inc",OK,315
2970,"Acme, Inc",CANCELED,813
2971,"Acme, Inc",WAITING,807
2972,"Acme, Inc",CANCELED,694
2973,"Acme, Inc",WAITING,593
2974,"Acme, Inc",WAITING,385
2975,"Umbrella, Inc",CANCELED,703
2976,"Acme, Inc",OK,866
2977,"Umbrella, Inc",OK,869
2978,"Umbrella, Inc",CANCELED,195
2979,"Umbrella, Inc",CANCELED,730
2980,"Umbrella, Inc",CANCELED,934
2981,"Acme, Inc",CANCELED,425
2982,"Acme, Inc",OK,513
2983,"Umbrella, Inc",OK,114
2984,"Umbrella, Inc",CANCELED,205
2985,"Acme, Inc",OK,762
2986,"Umbrella, Inc",CANCELED,384
2987,"Acme, Inc",CANCELED,658
2988,"Umbrella, Inc",CANCELED,841
2989,"Acme, Inc",OK,112
2990,"Acme, Inc",CANCELED,101
2991,"Umbrella, Inc",WAITING,108
2992,"Umbrella, Inc",WAITING,960
2993,"Acme, Inc",WAITING,867
2994,"Acme, Inc",CANCELED,124
2995,"Acme, Inc",OK,803
2996,"Umbrella, Inc",CANCELED,481
2997,"Acme, Inc",CANCELED,890
2998,"Acme, Inc",OK,929
2999,"Umbrella, Inc",OK,741
3000,"Umbrella, Inc",OK,868
3001,"Umbrella, Inc",CANCELED,913
3002,"Acme, Inc",CANCELED,781
3003,"Umbrella, Inc",WAITING,719
3004,"Umbrella, Inc",CANCELED,954
3005,"Umbrella, Inc",CANCELED,112
3006,"Acme, Inc",CANCELED,887
3007,"Umbrella, Inc",CANCELED,403
3008,"Umbrella, Inc",OK,804
3009,"Acme, Inc",OK,251
3010,"Umbrella, Inc",WAITING,201
3011,"Umbrella, Inc",WAITING,191
3012,"Acme, Inc",WAITING,357
3013,"Umbrella, Inc",CANCELED,326
3014,"Umbrella, Inc",OK,701
3015,"Umbrella, Inc",WAITING,500
3016,"Umbrella, Inc",CANCELED,207
3017,"Acme, Inc",WAITING,682
3018,"Acme, Inc",WAITING,681
3019,"Umbrella, Inc",CANCELED,542
3020,"Acme, Inc",WAITING,425
3021,"Acme, Inc",CANCELED,648
3022,"Acme, Inc",WAITING,250
3023,"Umbrella, Inc",CANCELED,595
3024,"Umbrella, Inc",CANCELED,500
3025,"Acme, Inc",CANCELED,817
3026,"Umbrella, Inc",OK,989
3027,"Umbrella, Inc",WAITING,181
3028,"Umbrella, Inc",WAITING,900
3029,"Acme, Inc",WAITING,236
3030,"Acme, Inc",WAITING,694
3031,"Acme, Inc",WAITING,923
3032,"Umbrella, Inc",WAITING,314
3033,"Umbrella, Inc",WAITING,632
3034,"Umbrella, Inc",OK,709
3035,"Umbrella, Inc",OK,685
3036,"Umbrella, Inc",WAITING,980
3037,"Acme, Inc",OK,588
3038,"Umbrella, Inc",OK,382
3039,"Umbrella, Inc",WAITING,530
3040,"Umbrella, Inc",CANCELED,366
3041,"Acme, Inc",CANCELED,214
3042,"Umbrella, Inc",WAITING,641
3043,"Acme, Inc",OK,595
3044,"Umbrella, Inc",WAITING,928
3045,"Umbrella, Inc",WAITING,307
3046,"Umbrella, Inc",OK,684
3047,"Umbrella, Inc",OK,547
3048,"Acme, Inc",WAITING,888
3049,"Umbrella, Inc",CANCELED,494
3050,"Acme, Inc",OK,734
3051,"Umbrella, Inc",CANCELED,990
3052,"Acme, Inc",OK,941
3053,"Acme, Inc",OK,923
3054,"Umbrella, Inc",OK,881
3055,"Acme, Inc",WAITING,608
3056,"Acme, Inc",OK,813
3057,"Umbrella, Inc",CANCELED,254
3058,"Umbrella, Inc",OK,826
3059,"Umbrella, Inc",OK,754
3060,"Acme, Inc",CANCELED,362
3061,"Acme, Inc",CANCELED,164
3062,"Acme, Inc",CANCELED,295
3063,"Acme, Inc",CANCELED,587
3064,"Umbrella, Inc",OK,456
3065,"Umbrella, Inc",CANCELED,180
3066,"Umbrella, Inc",WAITING,648
3067,"Acme, Inc",CANCELED,564
3068,"Acme, Inc",WAITING,916
3069,"Umbrella, Inc",WAITING,471
3070,"Acme, Inc",CANCELED,372
3071,"Acme, Inc",WAITING,143
3072,"Umbrella, Inc",OK,292
3073,"Umbrella, Inc",OK,840
3074,"Umbrella, Inc",WAITING,828
3075,"Acme, Inc",WAITING,764
3076,"Umbrella, Inc",CANCELED,647
3077,"Umbrella, Inc",CANCELED,768
3078,"Acme, Inc",WAITING,314
3079,"Umbrella, Inc",OK,162
3080,"Umbrella, Inc",OK,959
3081,"Umbrella, Inc",WAITING,272
3082,"Umbrella, Inc",OK,146
3083,"Acme, Inc",WAITING,785
3084,"Umbrella, Inc",WAITING,899
3085,"Umbrella, Inc",WAITING,815
3086,"Umbrella, Inc",CANCELED,836
3087,"Umbrella, Inc",CANCELED,301
3088,"Umbrella, Inc",CANCELED,765
3089,"Acme, Inc",WAITING,653
3090,"Acme, Inc",CANCELED,198
3091,"Umbrella, Inc",CANCELED,265
3092,"Umbrella, Inc",OK,844
3093,"Acme, Inc",OK,906
3094,"Umbrella, Inc",CANCELED,913
3095,"Acme, Inc",WAITING,890
3096,"Acme, Inc",CANCELED,741
3097,"Acme, Inc",OK,366
3098,"Umbrella, Inc",CANCELED,456
3099,"Acme, Inc",WAITING,810
3100,"Acme, Inc",OK,513
3101,"Umbrella, Inc",CANCELED,810
3102,"Umbrella, Inc",OK,841
3103,"Umbrella, Inc",OK,736
3104,"Acme, Inc",CANCELED,607
3105,"Umbrella, Inc",WAITING,771
3106,"Acme, Inc",OK,361
3107,"Acme, Inc",WAITING,385
3108,"Umbrella, Inc",CANCELED,769
3109,"Umbrella, Inc",WAITING,164
3110,"Umbrella, Inc",OK,572
3111,"Acme, Inc",WAITING,467
3112,"Umbrella, Inc",WAITING,775
3113,"Umbrella, Inc",CANCELED,264
3114,"Acme, Inc",OK,323
3115,"Acme, Inc",WAITING,822
3116,"Acme, Inc",CANCELED,481
3117,"Umbrella, Inc",OK,926
3118,"Umbrella, Inc",CANCELED,600
3119,"Umbrella, Inc",CANCELED,184
3120,"Umbrella, Inc",OK,419
3121,"Umbrella, Inc",CANCELED,619
3122,"Acme, Inc",CANCELED,203
3123,"Umbrella, Inc",CANCELED,967
3124,"Umbrella, Inc",CANCELED,636
3125,"Umbrella, Inc",OK,179
3126,"Acme, Inc",WAITING,388
3127,"Acme, Inc",WAITING,720
3128,"Acme, Inc",WAITING,663
3129,"Acme, Inc",CANCELED,319
3130,"Acme, Inc",CANCELED,594
3131,"Acme, Inc",OK,655
3132,"Umbrella, Inc",WAITING,787
3133,"Acme, Inc",OK,608
3134,"Acme, Inc",CANCELED,882
3135,"Acme, Inc",CANCELED,309
3136,"Umbrella, Inc",WAITING,143
3137,"Umbrella, Inc",OK,498
3138,"Acme, Inc",OK,726
3139,"Umbrella, Inc",CANCELED,402
3140,"Acme, Inc",CANCELED,492
3141,"Umbrella, Inc",CANCELED,213
3142,"Umbrella, Inc",OK,246
3143,"Umbrella, Inc",OK,703
3144,"Umbrella, Inc",WAITING,198
3145,"Acme, Inc",WAITING,533
3146,"Umbrella, Inc",CANCELED,946
3147,"Umbrella, Inc",CANCELED,422
3148,"Acme, Inc",WAITING,468
3149,"Umbrella, Inc",OK,718
3150,"Acme, Inc",WAITING,738
3151,"Umbrella, Inc",WAITING,146
3152,"Acme, Inc",OK,807
3153,"Acme, Inc",WAITING,130
3154,"Umbrella, Inc",CANCELED,481
3155,"Acme, Inc",CANCELED,623
3156,"Acme, Inc",OK,285
3157,"Acme, Inc",CANCELED,170
3158,"Acme, Inc",CANCELED,419
3159,"Acme, Inc",WAITING,502
3160,"Acme, Inc",CANCELED,510
3161,"Acme, Inc",OK,853
3162,"Umbrella, Inc",OK,206
3163,"Acme, Inc",OK,915
3164,"Umbrella, Inc",WAITING,188
3165,"Acme, Inc",WAITING,567
3166,"Acme, Inc",WAITING,966
3167,"Acme, Inc",WAITING,145
3168,"Acme, Inc",WAITING,513
3169,"Acme, Inc",CANCELED,994
3170,"Acme, Inc",OK,557
3171,"Umbrella, Inc",WAITING,636
3172,"Acme, Inc",CANCELED,944
3173,"Umbrella, Inc",CANCELED,837
3174,"Acme, Inc",OK,774
3175,"Acme, Inc",CANCELED,483
3176,"Umbrella, Inc",WAITING,491
3177,"Umbrella, Inc",OK,535
3178,"Umbrella, Inc",OK,228
3179,"Umbrella, Inc",OK,821
3180,"Umbrella, Inc",OK,294
3181,"Acme, Inc",OK,751
3182,"Acme, Inc",OK,163
3183,"Acme, Inc",CANCELED,114
3184,"Umbrella, Inc",OK,466
3185,"Umbrella, Inc",OK,105
3186,"Umbrella, Inc",CANCELED,520
3187,"Umbrella, Inc",OK,451
3188,"Acme, Inc",WAITING,362
3189,"Umbrella, Inc",OK,910
3190,"Acme, Inc",OK,143
3191,"Umbrella, Inc",WAITING,871
3192,"Umbrella, Inc",CANCELED,331
3193,"Acme, Inc",CANCELED,436
3194,"Umbrella, Inc",WAITING,634
3195,"Umbrella, Inc",OK,551
3196,"Umbrella, Inc",WAITING,692
3197,"Umbrella, Inc",WAITING,719
3198,"Acme, Inc",OK,157
3199,"Acme, Inc",OK,657
3200,"Acme, Inc",WAITING,292
3201,"Umbrella, Inc",WAITING,700
3202,"Acme, Inc",OK,789
3203,"Umbrella, Inc",WAITING,887
3204,"Umbrella, Inc",OK,362
3205,"Acme, Inc",CANCELED,807
3206,"Umbrella, Inc",OK,529
3207,"Acme, Inc",OK,400
3208,"Acme, Inc",CANCELED,513
3209,"Acme, Inc",OK,606
3210,"Acme, Inc",CANCELED,932
3211,"Acme, Inc",CANCELED,907
3212,"Acme, Inc",OK,465
3213,"Acme, Inc",WAITING,811
3214,"Umbrella, Inc",CANCELED,848
3215,"Acme, Inc",WAITING,428
3216,"Umbrella, Inc",CANCELED,569
3217,"Umbrella, Inc",CANCELED,993
3218,"Umbrella, Inc",WAITING,433
3219,"Umbrella, Inc",OK,805
3220,"Acme, Inc",WAITING,547
3221,"Acme, Inc",OK,630
3222,"Umbrella, Inc",OK,329
3223,"Acme, Inc",WAITING,839
3224,"Acme, Inc",WAITING,367
3225,"Umbrella, Inc",WAITING,248
3226,"Acme, Inc",OK,405
3227,"Acme, Inc",WAITING,126
3228,"Umbrella, Inc",OK,527
3229,"Acme, Inc",CANCELED,800
3230,"Acme, Inc",OK,796
3231,"Umbrella, Inc",CANCELED,143
3232,"Acme, Inc",CANCELED,535
3233,"Umbrella, Inc",OK,288
3234,"Umbrella, Inc",OK,920
3235,"Umbrella, Inc",CANCELED,765
3236,"Acme, Inc",CANCELED,937
3237,"Acme, Inc",WAITING,576
3238,"Umbrella, Inc",WAITING,316
3239,"Umbrella, Inc",CANCELED,464
3240,"Umbrella, Inc",WAITING,634
3241,"Acme, Inc",CANCELED,408
3242,"Umbrella, Inc",OK,801
3243,"Acme, Inc",OK,608
3244,"Acme, Inc",WAITING,575
3245,"Umbrella, Inc",WAITING,254
3246,"Acme, Inc",CANCELED,963
3247,"Umbrella, Inc",WAITING,565
3248,"Umbrella, Inc",OK,854
3249,"Umbrella, Inc",OK,927
3250,"Umbrella, Inc",WAITING,490
3251,"Acme, Inc",CANCELED,983
3252,"Umbrella, Inc",CANCELED,724
3253,"Umbrella, Inc",WAITING,487
3254,"Umbrella, Inc",WAITING,829
3255,"Acme, Inc",WAITING,299
3256,"Umbrella, Inc",OK,411
3257,"Acme, Inc",WAITING,912
3258,"Umbrella, Inc",CANCELED,508
3259,"Acme, Inc",OK,296
3260,"Acme, Inc",OK,473
3261,"Acme, Inc",CANCELED,855
3262,"Acme, Inc",WAITING,450
3263,"Acme, Inc",WAITING,571
3264,"Acme, Inc",CANCELED,155
3265,"Acme, Inc",WAITING,981
3266,"Acme, Inc",OK,793
3267,"Acme, Inc",CANCELED,353
3268,"Umbrella, Inc",OK,646
3269,"Acme, Inc",OK,205
3270,"Acme, Inc",OK,890
3271,"Acme, Inc",WAITING,241
3272,"Acme, Inc",OK,138
3273,"Acme, Inc",CANCELED,542
3274,"Umbrella, Inc",OK,484
3275,"Acme, Inc",CANCELED,185
3276,"Umbrella, Inc",OK,238
3277,"Acme, Inc",OK,908
3278,"Umbrella, Inc",OK,209
3279,"Acme, Inc",WAITING,580
3280,"Umbrella, Inc",WAITING,981
3281,"Umbrella, Inc",CANCELED,147
3282,"Acme, Inc",WAITING,172
3283,"Umbrella, Inc",WAITING,552
3284,"Umbrella, Inc",OK,606
3285,"Umbrella, Inc",WAITING,974
3286,"Acme, Inc",CANCELED,798
3287,"Acme, Inc",OK,313
3288,"Umbrella, Inc",WAITING,563
3289,"Umbrella, Inc",CANCELED,844
3290,"Acme, Inc",WAITING,205
3291,"Umbrella, Inc",OK,977
3292,"Umbrella, Inc",CANCELED,556
3293,"Umbrella, Inc",OK,451
3294,"Acme, Inc",WAITING,425
3295,"Acme, Inc",OK,129
3296,"Umbrella, Inc",WAITING,260
3297,"Acme, Inc",CANCELED,389
3298,"Acme, Inc",CANCELED,484
3299,"Umbrella, Inc",CANCELED,657
3300,"Acme, Inc",CANCELED,719
3301,"Umbrella, Inc",OK,295
3302,"Acme, Inc",CANCELED,134
3303,"Umbrella, Inc",CANCELED,941
3304,"Umbrella, Inc",WAITING,701
3305,"Acme, Inc",CANCELED,576
3306,"Acme, Inc",CANCELED,841
3307,"Umbrella, Inc",WAITING,688
3308,"Umbrella, Inc",WAITING,929
3309,"Umbrella, Inc",CANCELED,647
3310,"Acme, Inc",OK,906
3311,"Acme, Inc",OK,317
3312,"Acme, Inc",OK,687
3313,"Acme, Inc",OK,535
3314,"Umbrella, Inc",CANCELED,446
3315,"Acme, Inc",WAITING,871
3316,"Umbrella, Inc",OK,303
3317,"Umbrella, Inc",WAITING,155
3318,"Umbrella, Inc",CANCELED,222
3319,"Acme, Inc",OK,686
3320,"Umbrella, Inc",CANCELED,826
3321,"Acme, Inc",WAITING,874
3322,"Umbrella, Inc",WAITING,673
3323,"Umbrella, Inc",CANCELED,874
3324,"Umbrella, Inc",CANCELED,568
3325,"Acme, Inc",OK,935
3326,"Acme, Inc",WAITING,495
3327,"Umbrella, Inc",WAITING,165
3328,"Acme, Inc",OK,948
3329,"Acme, Inc",OK,382
3330,"Umbrella, Inc",WAITING,912
3331,"Umbrella, Inc",OK,170
3332,"Umbrella, Inc",OK,400
3333,"Umbrella, Inc",OK,596
3334,"Umbrella, Inc",OK,845
3335,"Acme, Inc",CANCELED,401
3336,"Umbrella, Inc",OK,588
3337,"Umbrella, Inc",OK,863
3338,"Umbrella, Inc",WAITING,522
3339,"Acme, Inc",WAITING,360
3340,"Acme, Inc",WAITING,545
3341,"Acme, Inc",WAITING,353
